Devices,,,,,,,,,,
2000,,,,,,,,,,
,,AMTI-AP - Force,,,AMTI-AP - Moment,,,AMTI-AP - CoP,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
393,4,48.0706,-88.0733,760.589,30813.8,-151908,-8596.46,199.725,40.5131,0.0000301576
393,5,48.3767,-89.0187,767.884,30573.9,-153865,-8213.94,200.375,39.8158,0.0000302558
393,6,48.6828,-89.9642,775.18,30334,-155822,-7831.42,201.014,39.1316,0.0000303522
393,7,48.8941,-90.2105,767.618,28350.7,-155053,-7462.04,201.992,36.9333,0.0000305
394,0,49.1055,-90.4568,760.056,26367.4,-154284,-7092.65,202.99,34.6914,0.0000306506
394,1,50.0965,-90.5797,765.349,28042.7,-153721,-6390.01,200.851,36.6404,0.0000303277
394,2,51.0876,-90.7026,770.641,29717.9,-153159,-5687.37,198.742,38.5626,0.0000300093
394,3,52.5635,-90.2007,765.422,27332.4,-154018,-6340.62,201.219,35.7089,0.0000303833
394,4,54.0393,-89.6988,760.202,24946.8,-154876,-6993.87,203.731,32.8161,0.0000307625
394,5,53.4755,-88.9797,755.793,26270.8,-153517,-7291.58,203.121,34.7593,0.0000306704
394,6,52.9116,-88.2606,751.383,27594.7,-152159,-7589.28,202.505,36.7252,0.0000305773
394,7,52.7801,-88.1381,753.322,28179.1,-151936,-7571.97,201.688,37.4064,0.000030454
395,0,52.6486,-88.0156,755.261,28763.4,-151713,-7554.65,200.875,38.0841,0.0000303314
395,1,52.6303,-87.7765,751.904,27049.8,-151827,-7598.78,201.924,35.975,0.0000304897
395,2,52.612,-87.5374,748.547,25336.2,-151941,-7642.91,202.982,33.8471,0.0000306494
395,3,52.1316,-88.0974,748.153,26117.4,-151045,-7052.65,201.89,34.9092,0.0000304846
395,4,51.6513,-88.6574,747.758,26898.7,-150148,-6462.38,200.798,35.9725,0.0000303196
395,5,51.7157,-88.553,749.971,25802.4,-150673,-6654.62,200.905,34.4045,0.0000303358
395,6,51.7801,-88.4487,752.185,24706.1,-151198,-6846.86,201.012,32.8458,0.0000303519
395,7,51.3118,-87.9002,746.747,26280.9,-149942,-7085.91,200.793,35.1938,0.0000303189
396,0,50.8435,-87.3517,741.31,27855.6,-148685,-7324.96,200.571,37.5762,0.0000302854
396,1,50.5979,-87.8996,743.411,26598.7,-149243,-6891.56,200.754,35.7793,0.000030313
396,2,50.3523,-88.4474,745.513,25341.8,-149800,-6458.15,200.936,33.9925,0.0000303405
396,3,50.2298,-87.9489,744.229,25548,-149415,-6957.71,200.764,34.3282,0.0000303146
396,4,50.1073,-87.4504,742.945,25754.2,-149029,-7457.26,200.592,34.665,0.0000302885
396,5,49.1378,-87.0782,745.513,27346.5,-148076,-7228.03,198.623,36.6815,0.0000299912
396,6,48.1683,-86.7061,748.081,28938.8,-147123,-6998.79,196.668,38.6841,0.000029696
396,7,47.445,-86.9236,742.627,28092.1,-146184,-7652.84,196.847,37.828,0.0000297231
397,0,46.7217,-87.141,737.173,27245.4,-145245,-8306.88,197.03,36.9593,0.0000297507
397,1,46.7138,-86.6546,737.251,26982.5,-146311,-8500.12,198.455,36.5988,0.0000299659
397,2,46.706,-86.1681,737.328,26719.5,-147378,-8693.36,199.88,36.2383,0.0000301811
397,3,45.4594,-85.9843,735.997,26678.8,-147000,-8963.2,199.729,36.2486,0.0000301582
397,4,44.2127,-85.8006,734.666,26638.1,-146622,-9233.04,199.577,36.2589,0.0000301352
397,5,43.5231,-85.7015,733.654,26293.3,-147320,-9458.46,200.803,35.8388,0.0000303204
397,6,42.8334,-85.6024,732.642,25948.5,-148017,-9683.88,202.032,35.4177,0.000030506
397,7,42.188,-85.5438,731.199,26661.9,-147059,-9743.17,201.121,36.4633,0.0000303684
398,0,41.5426,-85.4852,729.756,27375.4,-146101,-9802.46,200.206,37.513,0.0000302302
398,1,41.2346,-86.0026,735.96,27082.9,-147553,-9297.59,200.49,36.7994,0.0000302732
398,2,40.9267,-86.52,742.165,26790.4,-149005,-8792.72,200.77,36.0976,0.0000303155
398,3,39.4161,-85.4813,735.836,26096.4,-147425,-9249.29,200.351,35.465,0.0000302521
398,4,37.9054,-84.4426,729.508,25402.5,-145846,-9705.86,199.924,34.8214,0.0000301876
398,5,38.0531,-84.0455,730.622,26181.8,-145632,-9962.87,199.327,35.835,0.0000300975
398,6,38.2007,-83.6485,731.737,26961.2,-145419,-10219.9,198.731,36.8455,0.0000300076
398,7,38.5006,-82.3904,731.546,26246.6,-146401,-10481.2,200.125,35.8783,0.0000302181
399,0,38.8005,-81.1322,731.355,25532,-147383,-10742.4,201.52,34.9106,0.0000304287
399,1,38.434,-81.1294,730.164,25638.3,-146733,-10374.7,200.959,35.1131,0.0000303439
399,2,38.0675,-81.1266,728.974,25744.6,-146083,-10006.9,200.395,35.3162,0.0000302588
399,3,38.9664,-81.6928,728.884,25191.9,-146508,-9981.45,201.003,34.5623,0.0000303506
399,4,39.8653,-82.259,728.795,24639.2,-146933,-9955.95,201.612,33.8081,0.0000304425
399,5,40.5719,-82.5622,732.241,25250.9,-147258,-9677,201.106,34.4844,0.0000303661
399,6,41.2785,-82.8655,735.688,25862.7,-147582,-9398.05,200.605,35.1544,0.0000302904
399,7,41.7104,-83.2804,732.866,25432.2,-146732,-9268.38,200.216,34.7024,0.0000302318
400,0,42.1424,-83.6953,730.044,25001.7,-145881,-9138.71,199.825,34.2468,0.0000301728
400,1,42.6594,-85.0546,735.166,24713.8,-147148,-8092.76,200.156,33.6167,0.0000302227
400,2,43.1763,-86.414,740.289,24426,-148414,-7046.8,200.481,32.9952,0.0000302718
400,3,43.5951,-86.1511,734.822,24953.8,-148373,-7887.55,201.917,33.9589,0.0000304886
400,4,44.0139,-85.8882,729.355,25481.5,-148331,-8728.3,203.374,34.937,0.0000307086
400,5,44.7439,-86.3762,733.803,26556.1,-147140,-7918.46,200.517,36.1897,0.0000302773
400,6,45.4739,-86.8642,738.251,27630.7,-145949,-7108.61,197.695,37.4272,0.0000298512
400,7,45.3724,-86.7029,733.276,26468.5,-145457,-7202.44,198.366,36.0962,0.0000299524
401,0,45.2709,-86.5417,728.302,25306.3,-144965,-7296.26,199.045,34.747,0.000030055
401,1,45.1711,-85.8218,728.384,24595,-145694,-7920.25,200.024,33.7665,0.0000302028
401,2,45.0712,-85.1019,728.466,23883.7,-146423,-8544.24,201.002,32.7863,0.0000303505
401,3,45.1909,-84.491,728.74,24655.8,-145920,-8591.5,200.236,33.8334,0.0000302349
401,4,45.3106,-83.8801,729.013,25427.9,-145417,-8638.76,199.471,34.8798,0.0000301193
401,5,45.206,-83.3768,729.225,25517,-145348,-8588.82,199.319,34.992,0.0000300963
401,6,45.1014,-82.8735,729.437,25606.2,-145280,-8538.88,199.167,35.1041,0.0000300734
401,7,45.0279,-82.7747,726.852,24638.9,-145479,-8611.79,200.149,33.8981,0.0000302217
402,0,44.9544,-82.6758,724.266,23671.7,-145678,-8684.69,201.138,32.6836,0.000030371
402,1,44.9301,-82.2455,724.724,24488.1,-145527,-8656.77,200.803,33.7895,0.0000303205
402,2,44.9058,-81.8152,725.181,25304.5,-145376,-8628.85,200.469,34.894,0.00003027
402,3,43.6525,-82.2842,725.979,26008.3,-145176,-8613.47,199.972,35.8252,0.000030195
402,4,42.3991,-82.7532,726.777,26712.2,-144975,-8598.1,199.477,36.7543,0.0000301201
402,5,41.9463,-83.8344,730.987,26766.8,-144978,-7682.94,198.331,36.6173,0.0000299472
402,6,41.4935,-84.9155,735.198,26821.4,-144980,-6767.78,197.199,36.4819,0.0000297762
402,7,41.3717,-84.6121,731.579,25755.4,-145915,-7323.92,199.452,35.2052,0.0000301164
403,0,41.2498,-84.3088,727.961,24689.4,-146849,-7880.07,201.727,33.9158,0.0000304599
403,1,40.8828,-85.0333,733.222,25463.7,-147071,-7215.58,200.582,34.7285,0.0000302871
403,2,40.5157,-85.7577,738.484,26238,-147293,-6551.1,199.453,35.5295,0.0000301166
403,3,41.1567,-84.7698,732.754,26040.4,-146514,-7454.54,199.95,35.5377,0.0000301915
403,4,41.7976,-83.7819,727.025,25842.9,-145735,-8357.98,200.454,35.5461,0.0000302676
403,5,41.9903,-83.2083,726.669,26230,-146051,-8799.77,200.987,36.0962,0.0000303481
403,6,42.183,-82.6346,726.314,26617.1,-146367,-9241.56,201.52,36.6469,0.0000304287
403,7,42.3118,-82.1908,730.255,25753.2,-147463,-9799.02,201.933,35.2661,0.0000304911
404,0,42.4405,-81.7469,734.197,24889.3,-148559,-10356.5,202.342,33.9001,0.0000305528
404,1,42.069,-82.0969,732.468,25104.9,-148507,-9904.32,202.749,34.2744,0.0000306142
404,2,41.6976,-82.4468,730.74,25320.4,-148455,-9452.17,203.157,34.6504,0.0000306759
404,3,41.4582,-82.3556,733.523,26436.9,-147368,-9862.68,200.905,36.041,0.0000303358
404,4,41.2188,-82.2644,736.306,27553.3,-146281,-10273.2,198.669,37.421,0.0000299982
404,5,41.5348,-81.6363,732.788,25199.1,-146911,-10643.6,200.483,34.388,0.000030272
404,6,41.8509,-81.0081,729.269,22844.8,-147541,-11014.1,202.313,31.3257,0.0000305485
404,7,41.5208,-81.1088,731.125,22904.7,-148040,-11010.1,202.483,31.328,0.000030574
405,0,41.1906,-81.2094,732.982,22964.6,-148539,-11006.1,202.651,31.3304,0.0000305994
405,1,41.9638,-81.515,734.604,23210.7,-149009,-10883.1,202.843,31.5962,0.0000306284
405,2,42.7371,-81.8206,736.227,23456.9,-149479,-10760.1,203.034,31.861,0.0000306572
405,3,45.1548,-82.1081,734.76,24008.2,-149487,-9845.29,203.45,32.6748,0.0000307201
405,4,47.5726,-82.3956,733.294,24559.4,-149495,-8930.49,203.868,33.4919,0.0000307832
405,5,47.0511,-82.5063,740.743,23598.5,-150574,-8947.69,203.275,31.8579,0.0000306936
405,6,46.5295,-82.6171,748.191,22637.7,-151653,-8964.9,202.693,30.2565,0.0000306058
405,7,47.4654,-82.3411,739.841,23345.9,-149655,-9137.71,202.279,31.5554,0.0000305433
406,0,48.4013,-82.0652,731.491,24054.2,-147656,-9310.52,201.856,32.8838,0.0000304794
406,1,49.278,-81.9019,733.777,24496,-147793,-9548.97,201.414,33.3834,0.0000304126
406,2,50.1548,-81.7386,736.064,24937.8,-147930,-9787.42,200.975,33.8799,0.0000303463
406,3,50.3973,-81.5149,734.041,24802.4,-147966,-9583.75,201.578,33.7889,0.0000304374
406,4,50.6398,-81.2913,732.017,24667.1,-148003,-9380.07,202.185,33.6974,0.000030529
406,5,49.4167,-81.5694,731.864,23665.1,-148183,-8911.31,202.473,32.3353,0.0000305726
406,6,48.1936,-81.8475,731.711,22663.1,-148362,-8442.54,202.761,30.9727,0.0000306161
406,7,48.424,-81.7124,735.624,23292.1,-149333,-8902.48,203.002,31.663,0.0000306524
407,0,48.6543,-81.5773,739.537,23921.1,-150303,-9362.42,203.24,32.3461,0.0000306884
407,1,47.7822,-81.2341,734.434,24381.7,-149541,-9685.37,203.613,33.198,0.0000307448
407,2,46.91,-80.891,729.33,24842.4,-148778,-10008.3,203.992,34.0619,0.000030802
407,3,46.3791,-80.729,734.466,26722.6,-146853,-9718.73,199.945,36.3837,0.0000301908
407,4,45.8482,-80.567,739.602,28602.8,-144928,-9429.15,195.953,38.6733,0.0000295882
407,5,45.9285,-80.37,734.828,25799.3,-146540,-9657.32,199.421,35.1092,0.0000301117
407,6,46.0088,-80.173,730.055,22995.7,-148152,-9885.47,202.933,31.4986,0.000030642
407,7,46.0302,-80.5341,735.985,24325.3,-149061,-9418.08,202.532,33.0514,0.0000305815
408,0,46.0517,-80.8952,741.916,25655,-149969,-8950.68,202.138,34.5793,0.000030522
408,1,46.8018,-79.5535,739.995,25827.3,-149132,-9705.08,201.531,34.9019,0.0000304304
408,2,47.5519,-78.2117,738.075,25999.5,-148295,-10459.5,200.922,35.2262,0.0000303383
408,3,48.1416,-78.1427,735.203,26218.2,-148446,-10353,201.911,35.6611,0.0000304877
408,4,48.7314,-78.0736,732.332,26436.8,-148596,-10246.5,202.909,36.0995,0.0000306383
408,5,49.6951,-78.615,741.179,26938.6,-149709,-9961.62,201.988,36.3456,0.0000304994
408,6,50.6587,-79.1564,750.026,27440.3,-150822,-9676.7,201.09,36.5858,0.0000303637
408,7,51.7644,-79.4558,745.724,25558,-151044,-9639.32,202.546,34.2728,0.0000305837
409,0,52.8701,-79.7552,741.422,23675.7,-151265,-9601.94,204.02,31.9328,0.0000308062
409,1,54.0143,-79.7694,742.362,24263.7,-151517,-9510.6,204.101,32.6845,0.0000308185
409,2,55.1584,-79.7836,743.302,24851.8,-151769,-9419.26,204.183,33.4343,0.0000308307
409,3,55.7317,-80.1328,742.001,23736.7,-152218,-9032.52,205.146,31.9901,0.0000309761
409,4,56.3049,-80.4819,740.7,22621.6,-152667,-8645.77,206.112,30.5408,0.0000311221
409,5,56.7443,-79.8698,740.592,23171,-152767,-9026.53,206.278,31.2872,0.000031147
409,6,57.1837,-79.2578,740.484,23720.5,-152868,-9407.28,206.443,32.0338,0.000031172
409,7,56.7181,-79.8629,741.882,24706.2,-152405,-9313.01,205.43,33.302,0.000031019
410,0,56.2525,-80.4681,743.281,25691.8,-151942,-9218.74,204.42,34.5654,0.0000308666
410,1,56.244,-81.3478,746.102,25674.5,-152227,-8872.5,204.03,34.4115,0.0000308077
410,2,56.2356,-82.2275,748.924,25657.2,-152513,-8526.26,203.643,34.2587,0.0000307492
410,3,55.2132,-82.8503,745.998,25123.4,-151969,-8234.25,203.712,33.6775,0.0000307597
410,4,54.1909,-83.4731,743.073,24589.6,-151425,-7942.23,203.783,33.0918,0.0000307704
410,5,55.7645,-83.7006,747.451,24136,-152410,-7810.43,203.907,32.2911,0.0000307891
410,6,57.3381,-83.9281,751.829,23682.4,-153395,-7678.63,204.03,31.4997,0.0000308076
410,7,57.07,-84.653,751.83,24422,-153235,-6766.58,203.817,32.4834,0.0000307755
411,0,56.8018,-85.3778,751.83,25161.6,-153076,-5854.54,203.604,33.4671,0.0000307433
411,1,57.478,-84.8686,745.831,24483.3,-152257,-6060.09,204.144,32.8269,0.0000308249
411,2,58.1541,-84.3593,739.833,23805,-151439,-6265.65,204.693,32.1762,0.0000309078
411,3,58.8224,-83.4651,743.514,23344.8,-152406,-6842.43,204.98,31.3979,0.0000309512
411,4,59.4907,-82.5709,747.196,22884.6,-153373,-7419.22,205.265,30.6273,0.0000309942
411,5,58.7614,-82.7974,750.472,26019.8,-152484,-6750.43,203.184,34.6713,0.0000306799
411,6,58.0321,-83.0238,753.749,29155.1,-151594,-6081.63,201.12,38.6802,0.0000303683
411,7,58.9372,-81.8094,751.312,27233.9,-151299,-7295.88,201.38,36.2485,0.0000304076
412,0,59.8422,-80.5951,748.874,25312.8,-151004,-8510.14,201.642,33.8011,0.0000304471
412,1,61.2624,-80.3679,748.217,25768.5,-151700,-8376.28,202.748,34.4398,0.0000306141
412,2,62.6826,-80.1407,747.56,26224.2,-152395,-8242.42,203.857,35.0797,0.0000307815
412,3,62.479,-81.8379,749.273,26993.8,-152553,-7005.08,203.601,36.0267,0.0000307429
412,4,62.2753,-83.5351,750.986,27763.4,-152711,-5767.75,203.347,36.9693,0.0000307046
412,5,63.115,-82.1881,750.696,27645.5,-152415,-6705.36,203.032,36.8265,0.000030657
412,6,63.9547,-80.841,750.405,27527.5,-152119,-7642.98,202.716,36.6835,0.0000306093
412,7,65.4569,-82.1536,755.269,28295.5,-153324,-6414.48,203.006,37.4641,0.000030653
413,0,66.9591,-83.4661,760.134,29063.4,-154528,-5185.98,203.291,38.2346,0.0000306961
413,1,67.084,-84.0832,759.295,27693.2,-154446,-4952.23,203.407,36.4722,0.0000307136
413,2,67.209,-84.7003,758.456,26323,-154364,-4718.49,203.524,34.706,0.0000307312
413,3,67.0085,-84.3683,755.2,26046.4,-154009,-5398.4,203.931,34.4895,0.0000307927
413,4,66.8081,-84.0362,751.944,25769.9,-153653,-6078.32,204.342,34.2711,0.0000308547
413,5,67.9756,-83.702,753.237,26360.8,-154131,-6653.26,204.625,34.9966,0.0000308974
413,6,69.1431,-83.3678,754.53,26951.6,-154608,-7228.2,204.907,35.7197,0.00003094
413,7,70.728,-83.3846,754.431,26283.1,-154918,-7102.81,205.344,34.8383,0.0000310061
414,0,72.3128,-83.4013,754.333,25614.7,-155228,-6977.42,205.781,33.9567,0.0000310721
414,1,72.3095,-83.0697,753.92,26758.4,-154211,-6791.41,204.546,35.4924,0.0000308856
414,2,72.3063,-82.7381,753.507,27902.1,-153195,-6605.39,203.309,37.0297,0.0000306988
414,3,72.5392,-83.5076,754.616,27446.4,-154159,-6363.75,204.288,36.3713,0.0000308467
414,4,72.7722,-84.2772,755.725,26990.6,-155124,-6122.12,205.265,35.7149,0.0000309941
414,5,72.8145,-84.9812,758.591,27872.7,-155286,-5055.62,204.703,36.7427,0.0000309092
414,6,72.8568,-85.6852,761.458,28754.7,-155448,-3989.13,204.145,37.7627,0.000030825
414,7,72.6719,-85.7059,759.702,27942,-155005,-4340.94,204.034,36.7802,0.0000308082
415,0,72.487,-85.7266,757.946,27129.2,-154562,-4692.75,203.922,35.7931,0.0000307914
415,1,72.8885,-86.4783,762.446,26980.9,-155630,-3694.08,204.119,35.3873,0.0000308212
415,2,73.29,-87.2299,766.946,26832.6,-156698,-2695.41,204.315,34.9863,0.0000308507
415,3,71.8359,-86.1193,760.513,27962.9,-155489,-3691.61,204.452,36.7685,0.0000308715
415,4,70.3817,-85.0087,754.079,29093.3,-154279,-4687.81,204.593,38.5812,0.0000308926
415,5,70.7451,-84.7298,756.009,28997.4,-153648,-5056.04,203.235,38.3559,0.0000306877
415,6,71.1084,-84.4509,757.938,28901.5,-153016,-5424.26,201.885,38.1317,0.0000304838
415,7,70.8368,-84.0699,759.245,28478.1,-153387,-5473.72,202.026,37.5085,0.0000305051
416,0,70.5651,-83.6889,760.551,28054.8,-153758,-5523.19,202.167,36.8875,0.0000305263
416,1,69.5929,-84.123,757.688,28710.2,-153186,-5555.41,202.176,37.8919,0.0000305277
416,2,68.6208,-84.557,754.824,29365.6,-152614,-5587.63,202.185,38.9039,0.0000305291
416,3,68.2319,-85.505,758.411,30387.2,-151941,-5083.82,200.342,40.0669,0.0000302507
416,4,67.843,-86.4529,761.998,31408.7,-151268,-4580.01,198.516,41.2189,0.000029975
416,5,66.7377,-85.0449,759.395,31981.3,-150078,-5508.2,197.628,42.1141,0.000029841
416,6,65.6324,-83.6368,756.793,32553.8,-148888,-6436.38,196.735,43.0155,0.0000297062
416,7,66.6415,-83.6905,753.658,30665.5,-150091,-6325.35,199.15,40.6889,0.0000300708
417,0,67.6507,-83.7442,750.523,28777.3,-151294,-6214.32,201.585,38.343,0.0000304385
417,1,68.3786,-84.0149,754.672,31166.2,-150774,-5371.1,199.787,41.2977,0.0000301671
417,2,69.1064,-84.2856,758.821,33555.2,-150254,-4527.88,198.01,44.2201,0.0000298987
417,3,69.7658,-83.9527,757.251,33107.4,-149485,-5178.01,197.404,43.7205,0.0000298072
417,4,70.4252,-83.6198,755.682,32659.6,-148715,-5828.13,196.796,43.2187,0.0000297154
417,5,69.9516,-84.4914,756.198,32329.7,-149287,-5176.91,197.419,42.7529,0.0000298094
417,6,69.478,-85.363,756.714,31999.7,-149860,-4525.7,198.04,42.2878,0.0000299032
417,7,68.7647,-85.0698,752.685,30802,-149781,-5077.67,198.996,40.9229,0.0000300476
418,0,68.0514,-84.7767,748.656,29604.3,-149703,-5629.65,199.963,39.5432,0.0000301935
418,1,67.0628,-85.01,751.846,31592.7,-149219,-5394.43,198.47,42.0201,0.0000299681
418,2,66.0743,-85.2432,755.035,33581,-148734,-5159.21,196.99,44.4761,0.0000297446
418,3,64.9525,-84.9908,750.576,32235,-148384,-5601.16,197.693,42.947,0.0000298508
418,4,63.8308,-84.7384,746.116,30888.9,-148033,-6043.1,198.405,41.3996,0.0000299583
418,5,63.2623,-83.3543,744.232,30784.1,-147978,-6611.07,198.833,41.3636,0.0000300229
418,6,62.6938,-81.9702,742.347,30679.3,-147922,-7179.04,199.263,41.3275,0.0000300879
418,7,62.0111,-81.3762,741.72,30644.3,-147949,-7467.43,199.468,41.3152,0.0000301188
419,0,61.3284,-80.7822,741.093,30609.2,-147976,-7755.82,199.673,41.3029,0.0000301498
419,1,60.9844,-80.0665,742.058,32186.6,-146899,-8022.02,197.962,43.3748,0.0000298914
419,2,60.6405,-79.3508,743.022,33764,-145822,-8288.22,196.255,45.4414,0.0000296336
419,3,60.666,-80.1157,740.224,33885.1,-144728,-8345.65,195.52,45.7768,0.0000295227
419,4,60.6914,-80.8805,737.426,34006.2,-143635,-8403.08,194.779,46.1147,0.0000294109
419,5,62.236,-81.3946,737.792,33501.1,-144138,-8192.17,195.363,45.4072,0.000029499
419,6,63.7807,-81.9087,738.159,32996,-144640,-7981.26,195.947,44.7004,0.0000295871
419,7,63.9891,-83.179,738.941,32670.1,-144640,-7592.69,195.74,44.212,0.0000295559
420,0,64.1975,-84.4492,739.724,32344.2,-144641,-7204.12,195.534,43.7247,0.0000295248
420,1,64.2393,-84.1531,739.826,33128.9,-144219,-7121.25,194.936,44.7794,0.0000294346
420,2,64.2812,-83.8571,739.928,33913.7,-143797,-7038.39,194.339,45.8337,0.0000293444
420,3,64.6537,-84.2316,736.981,34540.9,-142633,-6684.87,193.537,46.868,0.0000292232
420,4,65.0261,-84.606,734.034,35168,-141469,-6331.35,192.728,47.9106,0.0000291011
420,5,64.6086,-85.1031,738.342,34772.2,-142273,-5536.27,192.692,47.0949,0.0000290957
420,6,64.1911,-85.6003,742.65,34376.3,-143077,-4741.18,192.657,46.2887,0.0000290904
420,7,62.8087,-84.6108,736.036,34955.7,-141268,-5880.09,191.931,47.4919,0.0000289807
421,0,61.4263,-83.6213,729.422,35535.1,-139459,-7019,191.191,48.7168,0.0000288691
421,1,61.3894,-83.0999,728.229,35787.7,-138287,-7583.59,189.895,49.1435,0.0000286734
421,2,61.3526,-82.5786,727.035,36040.3,-137115,-8148.18,188.595,49.5716,0.0000284771
421,3,60.6282,-82.5254,727.942,36555,-137583,-7926.12,189.003,50.2169,0.0000285387
421,4,59.9038,-82.4722,728.848,37069.7,-138051,-7704.07,189.41,50.8607,0.0000286001
421,5,58.4952,-82.513,726.659,35671.2,-138332,-7565.28,190.367,49.0893,0.0000287446
421,6,57.0867,-82.5539,724.47,34272.6,-138612,-7426.49,191.329,47.3072,0.0000288899
421,7,57.5125,-82.441,722.84,35448.4,-137526,-7484.71,190.258,49.0405,0.0000287281
422,0,57.9383,-82.3282,721.21,36624.2,-136440,-7542.94,189.182,50.7817,0.0000285656
422,1,58.2187,-82.5764,720.049,37048.1,-136387,-7213.68,189.413,51.4522,0.0000286006
422,2,58.4991,-82.8247,718.888,37472,-136334,-6884.42,189.645,52.125,0.0000286356
422,3,58.8523,-82.9588,718.672,36731.2,-136176,-6725.83,189.483,51.1098,0.0000286111
422,4,59.2055,-83.093,718.456,35990.3,-136019,-6567.25,189.321,50.094,0.0000285866
422,5,58.0298,-83.3729,720.397,36749.5,-135457,-6378.66,188.031,51.0129,0.0000283919
422,6,56.8541,-83.6529,722.337,37508.7,-134895,-6190.07,186.748,51.9268,0.0000281982
422,7,56.7183,-84.0057,719.345,37480.2,-134872,-6151.91,187.493,52.1032,0.0000283106
423,0,56.5826,-84.3586,716.352,37451.7,-134849,-6113.74,188.244,52.2811,0.000028424
423,1,55.5474,-84.9184,718.43,37541.3,-135871,-5510.93,189.122,52.2547,0.0000285566
423,2,54.5123,-85.4783,720.508,37630.9,-136893,-4908.13,189.995,52.2284,0.0000286885
423,3,52.2953,-84.7385,716.36,38219.8,-134917,-5984.95,188.337,53.3528,0.0000284382
423,4,50.0783,-83.9987,712.212,38808.6,-132942,-7061.78,186.66,54.4903,0.0000281849
423,5,48.6688,-84.2668,715.1,39736.3,-132387,-7735.64,185.13,55.5674,0.0000279539
423,6,47.2594,-84.5348,717.989,40663.9,-131831,-8409.5,183.612,56.6358,0.0000277246
423,7,46.9092,-84.416,723.016,39473.9,-134110,-8782.22,185.487,54.5961,0.0000280078
424,0,46.5591,-84.2971,728.043,38283.8,-136389,-9154.93,187.337,52.5846,0.0000282871
424,1,45.4309,-83.6995,720.632,38538.6,-133875,-9823.18,185.775,53.4789,0.0000280513
424,2,44.3026,-83.1018,713.221,38793.4,-131362,-10491.4,184.181,54.3918,0.0000278105
424,3,44.1876,-83.3094,711.312,39051.9,-130867,-10650.4,183.98,54.9012,0.0000277803
424,4,44.0725,-83.5171,709.403,39310.3,-130373,-10809.3,183.779,55.4133,0.0000277499
424,5,43.8539,-84.1889,712.723,40240.4,-130476,-10396.1,183.067,56.4601,0.0000276423
424,6,43.6353,-84.8608,716.042,41170.4,-130578,-9982.97,182.361,57.4971,0.0000275357
424,7,45.1063,-83.7959,710.583,41064,-129183,-10791.6,181.799,57.7891,0.0000274508
425,0,46.5774,-82.7311,705.124,40957.6,-127788,-11600.3,181.228,58.0857,0.0000273646
425,1,44.8205,-83.4337,709.082,41269.2,-128366,-10604.9,181.031,58.2009,0.000027335
425,2,43.0637,-84.1362,713.04,41580.8,-128944,-9609.52,180.837,58.3149,0.0000273056
425,3,42.5804,-83.8886,708.499,41510.7,-128135,-10106.6,180.854,58.5896,0.0000273082
425,4,42.0971,-83.6409,703.958,41440.5,-127326,-10603.6,180.871,58.8679,0.0000273108
425,5,41.0284,-83.3669,700.381,40943.1,-127141,-10694.4,181.531,58.4583,0.0000274104
425,6,39.9596,-83.0929,696.804,40445.6,-126955,-10785.1,182.197,58.0445,0.000027511
425,7,40.2582,-82.8747,698.42,41392.9,-125340,-10785.2,179.462,59.2665,0.000027098
426,0,40.5569,-82.6565,700.036,42340.1,-123724,-10785.4,176.739,60.4828,0.0000266869
426,1,41.0549,-82.7644,697.453,41168.2,-124580,-10695.3,178.622,59.0265,0.0000269712
426,2,41.553,-82.8723,694.871,39996.4,-125437,-10605.3,180.519,57.5594,0.0000272575
426,3,42.0387,-83.1999,699.855,43016.2,-125045,-9907.36,178.673,61.4644,0.0000269789
426,4,42.5244,-83.5274,704.84,46036,-124654,-9209.46,176.854,65.3141,0.0000267042
426,5,43.4074,-82.4804,700.988,44260.3,-124520,-10023.3,177.635,63.1399,0.0000268221
426,6,44.2904,-81.4333,697.136,42484.7,-124386,-10837.2,178.424,60.9417,0.0000269413
426,7,43.6547,-81.1427,693.951,42383.8,-123646,-11186.5,178.177,61.076,0.0000269039
427,0,43.0189,-80.8521,690.766,42282.9,-122905,-11535.9,177.926,61.2116,0.0000268661
427,1,42.8525,-81.8693,695.095,43062,-123419,-10632.8,177.558,61.9512,0.0000268104
427,2,42.6861,-82.8865,699.424,43841.1,-123933,-9729.8,177.193,62.6818,0.0000267554
427,3,43.4077,-81.0972,696.441,44511.9,-122599,-10470.6,176.037,63.9134,0.0000265808
427,4,44.1293,-79.3079,693.458,45182.6,-121265,-11211.3,174.87,65.1555,0.0000264046
427,5,43.6529,-80.4781,698.074,45340.4,-122120,-10487.9,174.939,64.9506,0.0000264151
427,6,43.1765,-81.6482,702.69,45498.1,-122976,-9764.47,175.007,64.7484,0.0000264254
427,7,42.5109,-81.1918,697.275,43780.2,-122753,-10311.2,176.046,62.7876,0.0000265823
428,0,41.8454,-80.7353,691.859,42062.4,-122529,-10857.9,177.101,60.7962,0.0000267416
428,1,42.1514,-81.321,695.483,44373.7,-122046,-10215.3,175.484,63.8028,0.0000264973
428,2,42.4575,-81.9067,699.107,46685.1,-121563,-9572.76,173.883,66.7782,0.0000262557
428,3,41.4604,-81.4715,692.992,46615.6,-120322,-10373.8,173.626,67.2671,0.0000262168
