Devices,,,,,,,,,,
2000,,,,,,,,,,
,,AMTI-AP - Force,,,AMTI-AP - Moment,,,AMTI-AP - CoP,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
4778,0,31.2467,-80.4996,510.156,44900.9,-59442.2,-5613.42,116.518,88.0141,0.0000175937
4778,1,31.3637,-79.9906,509.43,44839.5,-58125.4,-6674.36,114.099,88.0189,0.0000172285
4778,2,31.4807,-79.4815,508.704,44778,-56808.6,-7735.29,111.673,88.0237,0.0000168622
4778,3,31.7676,-78.881,505.327,44264.6,-57909,-8041.1,114.597,87.5961,0.0000173037
4778,4,32.0545,-78.2804,501.949,43751.2,-59009.4,-8346.92,117.561,87.1627,0.0000177512
4778,5,31.9307,-78.4654,500.161,42125.2,-59055.8,-8364.18,118.074,84.2234,0.0000178286
4778,6,31.8069,-78.6504,498.372,40499.3,-59102.2,-8381.44,118.59,81.2631,0.0000179067
4778,7,32.6769,-78.7301,503.95,41815.9,-58133.6,-7781.05,115.356,82.9763,0.0000174182
4779,0,33.547,-78.8098,509.529,43132.6,-57165,-7180.65,112.192,84.652,0.0000169405
4779,1,34.5309,-79.5815,510.076,44599.5,-58014.3,-6318.33,113.737,87.4371,0.0000171738
4779,2,35.5149,-80.3532,510.622,46066.4,-58863.6,-5456.01,115.278,90.2162,0.0000174065
4779,3,36.3939,-80.2166,502.21,42987.1,-58415,-5660.75,116.316,85.5959,0.0000175632
4779,4,37.2729,-80.0799,493.797,39907.8,-57966.4,-5865.49,117.389,80.8183,0.0000177253
4779,5,37.0525,-80.9537,498.107,41458,-57295.9,-4819.9,115.027,83.2312,0.0000173686
4779,6,36.8322,-81.8276,502.417,43008.3,-56625.3,-3774.3,112.706,85.6027,0.0000170181
4779,7,36.1818,-81.6195,502.24,43080,-56274.6,-4582.86,112.047,85.7757,0.0000169187
4780,0,35.5315,-81.4114,502.062,43151.6,-55923.9,-5391.41,111.388,85.9488,0.0000168192
4780,1,34.7388,-81.0034,499.146,42120.7,-57081.4,-5868.63,114.358,84.3856,0.0000172676
4780,2,33.9461,-80.5954,496.229,41089.8,-58238.9,-6345.85,117.363,82.8041,0.0000177213
4780,3,33.3067,-79.8473,497.797,42082.1,-55838.1,-6275.54,112.17,84.5368,0.0000169373
4780,4,32.6672,-79.0992,499.364,43074.4,-53437.3,-6205.23,107.011,86.2586,0.0000161582
4780,5,32.7745,-78.8422,498.872,41834.5,-54686.9,-6512.22,109.621,83.8581,0.0000165523
4780,6,32.8817,-78.5853,498.381,40594.6,-55936.7,-6819.21,112.237,81.4529,0.0000169473
4780,7,31.7425,-78.6483,501.182,43140.2,-57092.4,-6331.72,113.916,86.0769,0.0000172008
4781,0,30.6034,-78.7113,503.983,45685.8,-58248.1,-5844.24,115.576,90.6496,0.0000174514
4781,1,31.6075,-77.8182,496.392,42207.5,-58197.4,-6577.07,117.241,85.0286,0.0000177029
4781,2,32.6116,-76.925,488.801,38729.2,-58146.6,-7309.91,118.958,79.2331,0.0000179621
4781,3,32.0712,-77.2198,492.642,40506.1,-57756.4,-7000.21,117.238,82.2222,0.0000177025
4781,4,31.5307,-77.5146,496.483,42283,-57366.2,-6690.5,115.545,85.1651,0.0000174468
4781,5,31.4659,-78.2965,496.624,41281.8,-58318.4,-6225.63,117.43,83.1249,0.0000177314
4781,6,31.4011,-79.0785,496.764,40280.6,-59270.7,-5760.75,119.313,81.0858,0.0000180158
4781,7,32.188,-77.942,495.128,40542.4,-58501.1,-6552.68,118.154,81.8826,0.0000178407
4782,0,32.9748,-76.8055,493.491,40804.1,-57731.6,-7344.62,116.986,82.6846,0.0000176644
4782,1,31.9969,-77.4837,500.093,41520.4,-57338.5,-6885.89,114.656,83.0252,0.0000173125
4782,2,31.0191,-78.1619,506.695,42236.6,-56945.5,-6427.15,112.386,83.357,0.0000169698
4782,3,30.8293,-77.6958,499.831,39530.1,-58119.6,-7064.34,116.279,79.0871,0.0000175576
4782,4,30.6395,-77.2297,492.966,36823.7,-59293.7,-7701.52,120.279,74.6982,0.0000181617
4782,5,30.8194,-77.589,497.277,39269.7,-59730.1,-7693.22,120.114,78.9694,0.0000181368
4782,6,30.9993,-77.9483,501.588,41715.6,-60166.5,-7684.92,119.952,83.1671,0.0000181123
4782,7,31.0233,-77.7783,499.196,41598.4,-57483.3,-7697.15,115.152,83.3307,0.0000173874
4783,0,31.0473,-77.6082,496.805,41481.1,-54800,-7709.39,110.305,83.4959,0.0000166556
4783,1,31.2469,-78.0177,496.485,41474.5,-56192.2,-7271.07,113.18,83.5361,0.0000170897
4783,2,31.4465,-78.4271,496.166,41467.8,-57584.3,-6832.75,116.059,83.5764,0.0000175243
4783,3,30.9387,-79.8249,494.047,40040.7,-57932.3,-6299.24,117.261,81.0465,0.0000177059
4783,4,30.431,-81.2226,491.927,38613.7,-58280.4,-5765.73,118.474,78.4948,0.000017889
4783,5,29.8817,-79.6121,492.724,40407.5,-56945.5,-6480.13,115.573,82.0085,0.000017451
4783,6,29.3324,-78.0016,493.521,42201.4,-55610.6,-7194.54,112.681,85.5108,0.0000170144
4783,7,28.3297,-78.3939,495.759,40527.4,-55443.1,-6918.76,111.835,81.7481,0.0000168866
4784,0,27.327,-78.7861,497.997,38853.4,-55275.6,-6642.99,110.996,78.0192,0.0000167599
4784,1,26.5937,-78.8631,490.368,37589.9,-56112.7,-6612.92,114.43,76.6566,0.0000172784
4784,2,25.8605,-78.9402,482.738,36326.5,-56949.6,-6582.84,117.972,75.251,0.0000178133
4784,3,24.9094,-78.9501,491.866,39526.8,-58055.3,-6089.79,118.031,80.361,0.0000178221
4784,4,23.9583,-78.96,500.994,42727.2,-59160.9,-5596.73,118.087,85.2847,0.0000178306
4784,5,24.1021,-77.8568,498.216,42154.4,-57442.1,-6868.8,115.296,84.6107,0.0000174092
4784,6,24.246,-76.7537,495.438,41581.6,-55723.3,-8140.87,112.473,83.929,0.0000169829
4784,7,23.7003,-76.1128,495.647,41000,-57194,-8449.6,115.393,82.7203,0.0000174238
4785,0,23.1547,-75.4719,495.855,40418.4,-58664.6,-8758.32,118.31,81.5126,0.0000178643
4785,1,22.4063,-75.8382,496.176,40074.8,-58224.1,-8876.89,117.346,80.7673,0.0000177187
4785,2,21.6579,-76.2045,496.496,39731.1,-57783.6,-8995.46,116.383,80.023,0.0000175733
4785,3,22.4069,-76.5309,500.113,41245.2,-57300.1,-8314.36,114.574,82.4719,0.0000173002
4785,4,23.156,-76.8572,503.729,42759.4,-56816.6,-7633.26,112.792,84.8856,0.0000170311
4785,5,23.1256,-76.6403,498.897,40829.2,-56756.4,-8115.69,113.764,81.839,0.0000171778
4785,6,23.0953,-76.4234,494.065,38899.1,-56696.2,-8598.12,114.755,78.7328,0.0000173275
4785,7,23.619,-76.7819,492.819,37377.8,-57480.5,-8195.5,116.636,75.8449,0.0000176116
4786,0,24.1427,-77.1404,491.573,35856.5,-58264.7,-7792.88,118.527,72.9425,0.0000178971
4786,1,25.1914,-77.277,501.344,40783.9,-60837.9,-6827.32,121.35,81.3492,0.0000183233
4786,2,26.2401,-77.4137,511.115,45711.4,-63411.2,-5861.76,124.064,89.4345,0.0000187332
4786,3,27.6331,-77.5764,504.51,42843.6,-60730.5,-5441.1,120.375,84.9211,0.0000181761
4786,4,29.0261,-77.7392,497.905,39975.8,-58049.9,-5020.44,116.588,80.2879,0.0000176043
4786,5,30.2445,-76.9157,496.413,39829.8,-58549,-5033.56,117.944,80.2352,0.0000178091
4786,6,31.4628,-76.0923,494.92,39683.8,-59048.1,-5046.68,119.308,80.1822,0.0000180151
4786,7,31.0543,-76.0732,497.326,40129.3,-58204.7,-5162.81,117.035,80.6901,0.0000176719
4787,0,30.6458,-76.0541,499.731,40574.7,-57361.4,-5278.94,114.785,81.1932,0.000017332
4787,1,30.3069,-75.354,501.17,42149.4,-59059.8,-5906.31,117.844,84.1018,0.0000177939
4787,2,29.9681,-74.654,502.61,43724,-60758.3,-6533.69,120.885,86.9939,0.0000182532
4787,3,29.8894,-75.1564,502.612,41582,-59564.3,-6479.76,118.51,82.7319,0.0000178945
4787,4,29.8106,-75.6589,502.613,39440,-58370.3,-6425.83,116.134,78.47,0.0000175357
4787,5,28.9722,-76.7024,504.939,40752.6,-58201.3,-5923.4,115.264,80.7081,0.0000174044
4787,6,28.1338,-77.7459,507.265,42065.2,-58032.2,-5420.97,114.402,82.9255,0.0000172742
4787,7,28.3184,-77.5862,501.805,42611.1,-56635.4,-5852.63,112.863,84.9156,0.0000170419
4788,0,28.5031,-77.4265,496.346,43156.9,-55238.7,-6284.28,111.291,86.9493,0.0000168044
4788,1,27.0197,-76.5869,495.241,41315.7,-56951.2,-7458.72,114.997,83.4254,0.0000173641
4788,2,25.5363,-75.7474,494.136,39474.4,-58663.7,-8633.17,118.72,79.8857,0.0000179262
4788,3,25.4159,-74.7949,494.584,39912.5,-59031.3,-9047.43,119.355,80.6992,0.0000180222
4788,4,25.2955,-73.8424,495.032,40350.7,-59398.9,-9461.7,119.99,81.5112,0.000018118
4788,5,24.2212,-74.4014,499.993,41602,-59003.7,-8878.16,118.009,83.2052,0.0000178189
4788,6,23.1469,-74.9605,504.954,42853.3,-58608.5,-8294.62,116.067,84.8659,0.0000175256
4788,7,23.667,-74.9243,506.782,42449.6,-58918.8,-8650.88,116.261,83.7631,0.0000175549
4789,0,24.1871,-74.8882,508.61,42045.9,-59229.1,-9007.13,116.453,82.6683,0.0000175839
4789,1,24.2635,-74.1339,504.115,40655.8,-58958,-9674.53,116.953,80.6479,0.0000176595
4789,2,24.3399,-73.3796,499.62,39265.7,-58686.9,-10341.9,117.463,78.5912,0.0000177364
4789,3,24.7394,-73.4393,502.958,39570.7,-59565.8,-10072.7,118.431,78.6759,0.0000178826
4789,4,25.1389,-73.4991,506.295,39875.6,-60444.7,-9803.46,119.386,78.7595,0.0000180268
4789,5,25.5426,-73.507,500.243,39048.9,-60763.5,-9728.51,121.468,78.0598,0.0000183412
4789,6,25.9463,-73.515,494.19,38222.1,-61082.3,-9653.56,123.601,77.343,0.0000186632
4789,7,26.0838,-73.4397,498.663,40237.8,-60394.7,-9707.32,121.113,80.6912,0.0000182876
4790,0,26.2214,-73.3644,503.137,42253.4,-59707,-9761.09,118.67,83.9799,0.0000179186
4790,1,26.7685,-73.6506,506.448,43067.7,-59693.8,-9608.14,117.868,85.0387,0.0000177975
4790,2,27.3156,-73.9368,509.759,43881.9,-59680.6,-9455.2,117.076,86.0836,0.000017678
4790,3,27.5074,-74.5985,509.882,42707.8,-60197.5,-9029.55,118.062,83.7601,0.0000178268
4790,4,27.6992,-75.2603,510.005,41533.6,-60714.4,-8603.9,119.047,81.4376,0.0000179756
4790,5,28.5588,-75.3179,508.641,41594.3,-60213.2,-8977.79,118.38,81.7754,0.0000178749
4790,6,29.4183,-75.3754,507.278,41655.1,-59711.9,-9351.67,117.71,82.115,0.0000177738
4790,7,29.0466,-75.26,508.011,42708,-58833.5,-9104.72,115.811,84.069,0.000017487
4791,0,28.6748,-75.1446,508.743,43760.8,-57955,-8857.77,113.918,86.0174,0.0000172011
4791,1,28.1262,-75.1201,509.741,43144.4,-58974.8,-8642.51,115.696,84.64,0.0000174696
4791,2,27.5775,-75.0956,510.738,42528,-59994.6,-8427.26,117.467,83.2678,0.000017737
4791,3,29.2293,-74.5592,504.55,42877,-59181.5,-8105.78,117.296,84.9807,0.0000177112
4791,4,30.8812,-74.0228,498.361,43225.9,-58368.4,-7784.29,117.121,86.7361,0.0000176847
4791,5,30.0631,-74.5135,507.106,44772.7,-58563.7,-7204.26,115.486,88.2907,0.0000174379
4791,6,29.2451,-75.0042,515.85,46319.4,-58759,-6624.23,113.907,89.7925,0.0000171995
4791,7,29.2769,-74.6779,513.856,45937,-59167.3,-6955.71,115.144,89.3966,0.0000173862
4792,0,29.3088,-74.3515,511.862,45554.6,-59575.6,-7287.18,116.39,88.9977,0.0000175744
4792,1,28.9441,-74.8978,509.424,44168.9,-59573.5,-7255.76,116.943,86.7035,0.0000176579
4792,2,28.5793,-75.4441,506.987,42783.2,-59571.5,-7224.34,117.501,84.3873,0.0000177422
4792,3,28.5783,-75.5063,508.842,42989.2,-59617.3,-7726.01,117.163,84.4845,0.0000176911
4792,4,28.5773,-75.5684,510.696,43195.2,-59663.1,-8227.68,116.827,84.581,0.0000176404
4792,5,27.6555,-74.4025,509.412,44112.1,-59094.3,-9092.39,116.005,86.5941,0.0000175163
4792,6,26.7338,-73.2366,508.127,45028.9,-58525.5,-9957.1,115.179,88.6175,0.0000173915
4792,7,27.4985,-73.3149,509.776,44259.3,-59526.6,-10005.3,116.77,86.8212,0.0000176318
4793,0,28.2633,-73.3932,511.425,43489.8,-60527.7,-10053.6,118.351,85.0364,0.0000178705
4793,1,28.7184,-73.2736,511.052,42614,-61519.9,-10404.4,120.379,83.3848,0.0000181767
4793,2,29.1736,-73.154,510.679,41738.2,-62512.2,-10755.3,122.41,81.7308,0.0000184834
4793,3,28.8325,-73.3888,513.703,44059.5,-61589.6,-10342.1,119.893,85.7684,0.0000181034
4793,4,28.4913,-73.6236,516.727,46380.8,-60667,-9928.92,117.406,89.7588,0.0000177279
4793,5,27.9072,-72.692,514.95,45084.6,-62119.4,-11025.1,120.632,87.5513,0.0000182149
4793,6,27.3231,-71.7605,513.173,43788.4,-63571.7,-12121.3,123.88,85.3286,0.0000187053
4793,7,26.4597,-72.3062,515.14,43823.8,-62725.6,-12050.2,121.764,85.0717,0.0000183859
4794,0,25.5963,-72.852,517.106,43859.3,-61879.5,-11979.2,119.665,84.8168,0.0000180689
4794,1,25.1371,-74.2351,522.629,44200.5,-62389.1,-11460.7,119.375,84.5734,0.0000180252
4794,2,24.6778,-75.6182,528.152,44541.7,-62898.6,-10942.3,119.092,84.335,0.0000179824
4794,3,24.3278,-75.3438,522.796,44217.5,-62034.9,-11431,118.66,84.5788,0.0000179171
4794,4,23.9778,-75.0693,517.441,43893.3,-61171.1,-11919.8,118.219,84.8277,0.0000178505
4794,5,23.4936,-76.2198,522.367,44896.3,-61399,-10704.6,117.54,85.9478,0.000017748
4794,6,23.0094,-77.3703,527.293,45899.3,-61626.9,-9489.49,116.874,87.047,0.0000176475
4794,7,23.2101,-76.8333,526.932,46578.8,-60944.9,-9459.61,115.66,88.3963,0.0000174642
4795,0,23.4108,-76.2962,526.571,47258.4,-60262.9,-9429.72,114.444,89.7474,0.0000172806
4795,1,23.371,-76.9399,525.381,46956.1,-60677.6,-9770.36,115.493,89.3752,0.0000174389
4795,2,23.3312,-77.5837,524.192,46653.8,-61092.3,-10111,116.546,89.0013,0.0000175979
4795,3,23.304,-77.6669,520.659,45021.9,-62575.9,-10199.4,120.186,86.4709,0.0000181476
4795,4,23.2767,-77.7501,517.127,43390,-64059.5,-10287.9,123.876,83.9059,0.0000187047
4795,5,23.1829,-77.9256,519.492,44619.2,-62635.8,-10017.1,120.571,85.8902,0.0000182058
4795,6,23.0891,-78.1011,521.857,45848.5,-61212.1,-9746.33,117.297,87.8565,0.0000177113
4795,7,23.7968,-78.7093,527.111,47042.3,-61702.3,-9235.55,117.057,89.2456,0.0000176752
4796,0,24.5045,-79.3175,532.365,48236.2,-62192.5,-8724.76,116.823,90.6073,0.0000176398
4796,1,24.0361,-78.3059,526.707,47211.9,-61890.2,-9369.12,117.504,89.6361,0.0000177426
4796,2,23.5678,-77.2942,521.048,46187.7,-61587.9,-10013.5,118.2,88.6438,0.0000178477
4796,3,23.5897,-77.6123,521.434,46147.1,-61869.1,-9631.92,118.652,88.5004,0.0000179159
4796,4,23.6117,-77.9304,521.82,46106.6,-62150.3,-9250.35,119.103,88.3572,0.000017984
4796,5,22.9936,-77.4033,530.625,46390.1,-63431.3,-9334.39,119.541,87.4255,0.0000180502
4796,6,22.3756,-76.8762,539.429,46673.6,-64712.3,-9418.43,119.964,86.5241,0.0000181141
4796,7,20.9948,-76.6296,535.88,46785.8,-64308.3,-9814.96,120.005,87.3065,0.0000181203
4797,0,19.6141,-76.3831,532.33,46897.9,-63904.3,-10211.5,120.046,88.0993,0.0000181265
4797,1,19.6435,-76.604,534.21,47159.3,-65021.6,-9969.59,121.715,88.2786,0.0000183785
4797,2,19.6729,-76.8248,536.09,47420.7,-66138.8,-9727.71,123.373,88.4566,0.0000186287
4797,3,20.0041,-76.0708,534.087,46143.7,-64984.5,-10334.6,121.674,86.3974,0.0000183723
4797,4,20.3352,-75.3168,532.083,44866.6,-63830.3,-10941.6,119.963,84.3226,0.0000181139
4797,5,20.4127,-75.2146,535.362,45694.9,-63897.2,-11583.5,119.353,85.3533,0.0000180219
4797,6,20.4902,-75.1124,538.641,46523.1,-63964.2,-12225.5,118.751,86.3714,0.0000179309
4797,7,20.2075,-74.7914,535.998,46643.6,-63667.3,-12101.7,118.783,87.022,0.0000179357
4798,0,19.9247,-74.4704,533.355,46764.2,-63370.4,-11977.9,118.815,87.6792,0.0000179405
4798,1,21.6508,-74.4827,531.059,46917.4,-62911.8,-11550.8,118.465,88.3469,0.0000178877
4798,2,23.3768,-74.495,528.763,47070.6,-62453.3,-11123.8,118.112,89.0203,0.0000178344
4798,3,23.7551,-75.1383,533.519,46694.1,-63060.5,-9941.63,118.197,87.5209,0.0000178473
4798,4,24.1333,-75.7817,538.276,46317.5,-63667.8,-8759.48,118.281,86.0479,0.0000178599
4798,5,25.7144,-74.7332,536.186,47329.4,-62616.7,-9774.93,116.782,88.2704,0.0000176335
4798,6,27.2954,-73.6847,534.097,48341.3,-61565.6,-10790.4,115.271,90.5104,0.0000174054
4798,7,27.3426,-74.1017,537.693,49926.3,-61618.7,-10407.3,114.598,92.8528,0.0000173039
4799,0,27.3897,-74.5188,541.29,51511.3,-61671.8,-10024.2,113.935,95.164,0.0000172037
4799,1,28.9187,-75.0781,539.591,49912.8,-62606.4,-9389.74,116.026,92.5013,0.0000175194
4799,2,30.4477,-75.6375,537.892,48314.3,-63541.1,-8755.31,118.13,89.8217,0.0000178371
4799,3,29.8157,-76.8254,539.553,48487.4,-64408.1,-7735.63,119.373,89.8658,0.0000180248
4799,4,29.1837,-78.0134,541.215,48660.4,-65275.1,-6715.96,120.608,89.9096,0.0000182114
4799,5,29.9789,-77.1692,538.675,47998.5,-65239.1,-7247.67,121.11,89.1047,0.0000182871
4799,6,30.7742,-76.325,536.136,47336.7,-65203.1,-7779.38,121.617,88.2923,0.0000183636
4799,7,30.1127,-76.6611,541.1,49385.7,-64626.1,-7792.44,119.435,91.269,0.0000180341
4800,0,29.4512,-76.9973,546.065,51434.7,-64049.1,-7805.5,117.292,94.1916,0.0000177106
4800,1,28.8562,-77.4895,549.21,50635.6,-65163.6,-7353.97,118.65,92.1972,0.0000179156
4800,2,28.2613,-77.9816,552.355,49836.5,-66278.1,-6902.45,119.992,90.2254,0.0000181183
4800,3,26.4712,-77.126,549.764,50651.4,-66697.4,-7834.12,121.32,92.1329,0.0000183188
4800,4,24.6811,-76.2703,547.173,51466.2,-67116.8,-8765.8,122.661,94.0584,0.0000185213
4800,5,23.9485,-76.8203,551.326,52248.3,-65832.2,-8642.12,119.407,94.7686,0.00001803
4800,6,23.2158,-77.3704,555.478,53030.5,-64547.6,-8518.45,116.202,95.4682,0.000017546
4800,7,23.9897,-77.8968,554.839,51108.9,-65412.3,-8108.7,117.894,92.115,0.0000178016
4801,0,24.7636,-78.4232,554.199,49187.4,-66277,-7698.95,119.591,88.754,0.0000180577
4801,1,24.5655,-77.8603,546.384,46614.8,-68212.3,-8882.88,124.843,85.3152,0.0000188508
4801,2,24.3674,-77.2974,538.569,44042.3,-70147.5,-10066.8,130.248,81.7766,0.0000196669
4801,3,24.4817,-77.1948,539.645,45682.6,-67589.3,-9882.75,125.248,84.653,0.0000189119
4801,4,24.5959,-77.0922,540.722,47322.8,-65031,-9698.67,120.267,87.5179,0.0000181598
4801,5,25.3044,-77.3553,540.31,47347.4,-65216.8,-9640.23,120.703,87.6302,0.0000182256
4801,6,26.013,-77.6185,539.898,47372,-65402.6,-9581.79,121.139,87.7426,0.0000182915
4801,7,26.4722,-78.5969,550.457,48731,-66424.2,-8557.76,120.671,88.5282,0.0000182208
4802,0,26.9315,-79.5753,561.017,50090,-67445.8,-7533.74,120.221,89.2843,0.0000181528
4802,1,26.7322,-79.3902,552.552,49664.9,-66114.5,-8230.69,119.653,89.8828,0.0000180671
4802,2,26.5329,-79.205,544.086,49239.8,-64783.3,-8927.63,119.068,90.5,0.0000179788
4802,3,25.8672,-79.0897,545.144,48566.8,-65505.6,-8039.38,120.162,89.0898,0.000018144
4802,4,25.2015,-78.9744,546.201,47893.8,-66227.9,-7151.13,121.252,87.6852,0.0000183085
4802,5,26.1958,-79.5542,554.006,50448.5,-65511.3,-6595.8,118.25,91.0613,0.0000178553
4802,6,27.19,-80.1339,561.811,53003.3,-64794.8,-6040.47,115.332,94.3437,0.0000174147
4802,7,26.4187,-78.9363,558.149,52896.5,-64559.3,-7006.29,115.667,94.7713,0.0000174652
4803,0,25.6474,-77.7386,554.487,52789.7,-64323.7,-7972.1,116.006,95.2046,0.0000175164
4803,1,26.0611,-77.5986,554.522,52775.4,-64380.2,-7948.41,116.1,95.1728,0.0000175307
4803,2,26.4748,-77.4585,554.558,52761.1,-64436.7,-7924.72,116.195,95.1409,0.0000175449
4803,3,26.7393,-77.9904,549.899,51859.8,-65108.2,-7768.21,118.4,94.3078,0.000017878
4803,4,27.0038,-78.5223,545.241,50958.5,-65779.8,-7611.7,120.644,93.4605,0.0000182167
4803,5,26.6503,-78.7575,546.701,50028.5,-66472.4,-7918.32,121.588,91.5097,0.0000183593
4803,6,26.2967,-78.9928,548.162,49098.5,-67164.9,-8224.95,122.528,89.5693,0.0000185011
4803,7,25.09,-80.0039,558.429,52442.2,-67500.8,-7683.75,120.876,93.9101,0.0000182518
4804,0,23.8833,-81.015,568.697,55785.8,-67836.6,-7142.56,119.284,98.0941,0.0000180114
4804,1,25.2146,-80.3725,558.42,52365.9,-68900.9,-8211.87,123.385,93.7753,0.0000186307
4804,2,26.5459,-79.73,548.143,48946.1,-69965.1,-9281.18,127.64,89.2944,0.0000192732
4804,3,27.4941,-79.6921,552.73,48961.3,-69793.5,-9074.96,126.271,88.5808,0.0000190663
4804,4,28.4424,-79.6542,557.317,48976.5,-69621.9,-8868.72,124.923,87.879,0.0000188629
4804,5,28.631,-78.4783,557.524,51869.1,-67191.6,-8870.99,120.518,93.0348,0.0000181977
4804,6,28.8197,-77.3024,557.73,54761.7,-64761.2,-8873.25,116.116,98.1868,0.000017533
4804,7,29.7625,-77.5164,563.911,54092.6,-66048.1,-8800.27,117.125,95.9239,0.0000176854
4805,0,30.7052,-77.7303,570.092,53423.4,-67334.9,-8727.29,118.112,93.7102,0.0000178345
4805,1,31.9004,-78.715,567.029,53725.6,-68080.6,-7614.8,120.066,94.7495,0.0000181294
4805,2,33.0957,-79.6997,563.965,54027.8,-68826.3,-6502.32,122.04,95.8,0.0000184275
4805,3,32.9875,-79.6434,561.234,51843.3,-68415.8,-6808.55,121.903,92.3738,0.0000184068
4805,4,32.8792,-79.5872,558.502,49658.7,-68005.4,-7114.78,121.764,88.9141,0.0000183858
4805,5,33.7168,-80.9513,565.083,51691.9,-68281.5,-6113.69,120.835,91.4767,0.0000182455
4805,6,34.5543,-82.3155,571.663,53725.1,-68557.7,-5112.59,119.927,93.9803,0.0000181084
4805,7,35.4417,-82.2628,564.674,52251.5,-68942.4,-6059.42,122.092,92.534,0.0000184354
4806,0,36.3291,-82.2101,557.684,50778,-69327,-7006.25,124.312,91.0515,0.0000187706
4806,1,36.908,-81.9807,558.877,51284.2,-68550.9,-6984.29,122.658,91.7629,0.0000185209
4806,2,37.4869,-81.7514,560.07,51790.4,-67774.6,-6962.34,121.011,92.4713,0.0000182722
4806,3,36.3701,-81.5839,562.812,51725.4,-69370.3,-6731.71,123.257,91.9053,0.0000186112
4806,4,35.2532,-81.4164,565.554,51660.4,-70965.9,-6501.08,125.48,91.3448,0.000018947
4806,5,34.6124,-80.3639,567.008,53202.7,-68437.4,-7470.79,120.699,93.8306,0.0000182251
4806,6,33.9715,-79.3114,568.463,54745.1,-65909,-8440.49,115.943,96.3037,0.0000175068
4806,7,34.1406,-78.4486,567.436,53584.8,-67984.2,-8928.01,119.809,94.4332,0.0000180907
4807,0,34.3096,-77.5858,566.41,52424.6,-70059.4,-9415.53,123.69,92.5559,0.0000186767
4807,1,33.5636,-76.9141,567.078,54147.4,-67710.6,-9821.99,119.403,95.4849,0.0000180293
4807,2,32.8175,-76.2425,567.746,55870.2,-65361.8,-10228.4,115.125,98.407,0.0000173834
4807,3,32.1266,-76.2461,568.606,55660.8,-65431.8,-10303.7,115.074,97.89,0.0000173757
4807,4,31.4358,-76.2498,569.465,55451.4,-65501.8,-10378.9,115.023,97.3745,0.000017368
4807,5,31.1665,-77.0202,569.178,54603.5,-67222.9,-10281.6,118.105,95.934,0.0000178334
4807,6,30.8971,-77.7906,568.891,53755.6,-68943.9,-10184.4,121.19,94.492,0.0000182992
4807,7,30.564,-78.012,574.165,55559.9,-68850.7,-9506.32,119.914,96.7664,0.0000181066
4808,0,30.2309,-78.2334,579.44,57364.2,-68757.5,-8828.27,118.662,98.9995,0.0000179175
4808,1,30.6188,-78.1433,570.609,54086.9,-70462.2,-9207.54,123.486,94.7881,0.0000186458
4808,2,31.0067,-78.0532,561.779,50809.6,-72166.8,-9586.81,128.461,90.4442,0.0000193971
4808,3,31.4098,-78.6449,563.791,51744.3,-71242.7,-9674.99,126.364,91.7793,0.0000190804
4808,4,31.8129,-79.2365,565.803,52679,-70318.5,-9763.17,124.281,93.1049,0.0000187659
4808,5,32.2304,-79.1575,577.446,55979.5,-70028,-9290.05,121.272,96.9432,0.0000183115
4808,6,32.6479,-79.0786,589.089,59279.9,-69737.4,-8816.93,118.382,100.63,0.0000178752
4808,7,32.1538,-79.3972,578.29,55596.8,-69799.3,-9117.96,120.699,96.1399,0.0000182251
4809,0,31.6597,-79.7158,567.492,51913.7,-69861.2,-9418.99,123.105,91.4791,0.0000185884
4809,1,30.9888,-80.6358,574.209,52946.2,-70861.8,-8371.44,123.408,92.2072,0.0000186341
4809,2,30.3179,-81.5557,580.925,53978.7,-71862.4,-7323.9,123.703,92.9185,0.0000186787
4809,3,30.044,-81.464,575.01,53951.6,-71725.1,-7962.52,124.737,93.8274,0.0000188348
4809,4,29.7701,-81.3723,569.094,53924.6,-71587.7,-8601.14,125.792,94.7552,0.0000189941
4809,5,29.7483,-81.6625,572.75,55151.1,-70393.3,-8039.32,122.904,96.2917,0.000018558
4809,6,29.7266,-81.9527,576.406,56377.6,-69198.9,-7477.5,120.052,97.8087,0.0000181274
4809,7,30.0113,-81.584,572.338,53754.6,-70808.5,-8066.08,123.718,93.9212,0.0000186809
4810,0,30.296,-81.2152,568.269,51131.7,-72418.1,-8654.67,127.436,89.9781,0.0000192424
4810,1,29.5919,-81.5203,570.409,52517,-71488.3,-8914.4,125.328,92.069,0.000018924
4810,2,28.8877,-81.8254,572.549,53902.2,-70558.4,-9174.12,123.236,94.1444,0.0000186081
4810,3,28.8663,-81.2392,569.466,54294.3,-70143.7,-9395.34,123.174,95.3424,0.0000185988
4810,4,28.8449,-80.6529,566.383,54686.3,-69728.9,-9616.56,123.113,96.5535,0.0000185895
4810,5,27.8723,-80.779,573.56,56602.1,-67185,-9285.96,117.137,98.6856,0.0000176872
4810,6,26.8997,-80.9052,580.737,58517.9,-64641.1,-8955.36,111.309,100.765,0.0000168072
4810,7,27.7881,-81.5281,573.635,54470.5,-67847.4,-8869.43,118.276,94.9566,0.0000178592
